1 42717 527
2 37154 593
2 68357 114
2 40927 417
3 51842 587
3 47760 86
3 7980 112
4 67642 847
4 54748 133
5 25348 443
5 7942 847
6 91698 989
6 60291 898
6 32359 240
6 85863 878
7 70850 598
8 23633 164
8 90194 607
8 21534 123
9 79763 81
9 76073 161
10 74158 678
10 5412 43
11 61436 386
11 78496 391
12 69152 766
12 47974 490
12 61298 474
12 12227 859
12 51029 881
12 17310 525
13 4599 386
14 68938 161
14 67843 505
15 86547 589
15 16540 34
15 34013 144
15 65222 818
16 26820 334
16 29313 270
16 69950 871
17 19151 20
18 19516 920
18 19556 40
19 68357 894
19 3058 319
19 28579 731
19 78542 517
20 10190 1000
20 1023 710
21 21737 650
21 74133 387
21 99194 295
23 99098 831
23 98232 33
23 49734 333
23 51688 631
23 19125 832
24 10292 322
24 31372 762
24 44155 436
25 3384 723
26 79405 511
26 86459 821
26 3549 967
27 22562 794
28 19643 340
28 38705 512
28 23305 935
29 37310 134
29 6544 590
30 92338 102
30 9424 27
31 83739 72
31 43218 414
32 13656 874
32 38281 942
32 33733 509
32 85950 306
33 60249 483
33 73375 353
33 20130 431
35 815 28
35 30347 490
35 29891 640
35 45972 338
35 4596 399
36 39683 869
37 28 396
37 96637 700
38 75546 539
39 30656 650
39 77225 397
39 64785 725
40 55474 446
41 75251 945
41 97038 923
42 47204 268
42 44687 511
42 36520 597
43 20368 182
44 99060 902
44 74275 477
46 70664 447
47 85876 262
47 30357 119
48 93198 668
49 95358 406
49 42180 69
49 82193 962
49 90360 734
49 96677 823
50 25978 580
51 11754 781
51 50547 380
51 38255 946
52 73364 752
52 51298 544
52 41257 501
52 98993 279
52 78655 116
52 58283 841
53 80445 281
53 70232 269
53 20342 667
53 76868 136
53 99850 752
53 8301 149
54 5056 367
54 27722 471
55 52256 874
55 99653 856
55 83579 378
56 81258 74
56 37960 182
56 49356 169
57 79948 266
57 33196 689
57 44510 952
58 63415 574
58 63528 282
59 22543 990
60 61989 597
61 52150 522
63 78359 554
63 60020 580
64 30146 87
64 36777 140
64 68876 200
65 59295 788
65 2317 816
66 36250 395
67 94579 545
68 19815 817
68 41416 326
68 66755 790
68 48237 404
70 3492 70
70 18803 622
71 54671 363
71 8406 962
71 50129 271
72 12029 28
74 34757 645
75 71841 891
75 13335 500
75 81837 832
76 73394 810
76 46011 649
77 24608 262
77 98528 48
78 86730 251
78 80520 681
78 45430 572
78 96197 459
78 31273 551
80 48921 34
80 62896 666
81 65698 205
81 29765 584
82 78365 454
83 75521 935
83 14419 212
84 37290 783
85 55671 19
85 98058 240
86 40038 43
87 40972 326
88 86312 461
90 55010 289
91 37992 697
92 10201 413
92 78687 411
92 6969 33
93 19605 263
93 93846 207
93 81485 684
94 1675 139
95 71801 639
96 54995 449
96 60918 224
97 62409 19
97 22192 756
98 9646 311
99 48333 586
100 34692 119
100 52930 857
100 47683 65
101 93625 815
103 79619 359
104 28009 374
104 89352 99
104 68310 586
105 19903 173
105 8950 406
106 31904 460
107 10907 375
107 80211 771
108 12031 836
108 10648 366
109 86747 55
109 55767 807
109 20064 615
109 40803 176
110 94409 783
110 18389 900
110 453 103
111 74556 118
112 95400 412
113 43662 184
113 52995 572
113 18156 961
114 97452 729
114 40782 209
115 53815 410
116 43843 728
116 27929 45
116 7717 480
117 67667 690
117 14668 381
117 24321 532
118 54871 487
118 6253 72
119 52674 719
119 63034 168
120 79306 270
120 51581 71
120 41514 81
121 57281 862
121 875 260
121 54224 742
122 47716 510
122 85830 333
122 13359 689
122 12573 69
123 3511 104
124 3929 13
125 77557 238
125 22780 431
125 95121 649
125 53318 147
126 14433 478
126 85183 965
126 89485 598
126 57855 709
127 5699 401
127 52546 213
127 82488 505
127 1625 596
128 88867 881
128 35534 170
129 22878 238
129 18753 7
129 50434 371
129 19509 570
130 32220 93
130 52944 717
131 74481 362
131 54957 984
131 62051 198
132 86955 61
132 54752 123
132 86589 102
132 45342 757
132 24572 744
133 66894 429
133 88611 981
133 74446 318
134 23100 691
135 84612 215
135 45131 643
135 16256 950
136 66386 862
136 17828 605
136 44208 691
137 70319 992
137 21628 24
137 65815 617
138 10865 90
138 70039 887
138 76430 759
139 22869 352
140 86178 342
142 84285 895
142 7897 8
142 71742 418
143 43046 437
143 91377 560
145 73696 255
146 15027 436
147 71087 985
147 17746 688
147 48599 609
148 31082 950
148 33327 622
149 74423 28
149 82869 405
150 39586 986
151 24294 621
151 42030 686
151 65992 985
151 60139 484
151 34275 882
151 47644 223
151 84266 624
153 24690 928
153 24480 116
153 55272 898
153 78986 287
154 32209 550
154 70781 161
154 79507 613
157 3838 787
157 78223 960
159 20919 121
161 4890 81
161 82414 891
162 82136 403
162 14340 678
162 95560 852
163 12208 70
163 68632 702
163 10388 636
163 823 379
164 95045 745
164 27299 830
164 62330 602
164 98501 104
165 79196 740
167 20311 31
167 15582 733
169 6490 723
169 90388 258
169 35938 583
170 92227 997
170 68176 310
170 21565 70
171 73643 538
172 82993 36
173 207 497
173 57297 163
173 12334 817
174 15817 205
174 48145 587
174 74243 513
175 8981 480
175 73954 630
176 8979 412
176 70636 523
177 98551 650
177 97787 907
178 2014 769
178 4584 593
178 66915 54
179 28617 889
179 66198 309
180 11661 880
180 42463 739
180 61760 828
182 83888 121
182 77067 451
182 35521 738
183 48016 72
183 92408 492
183 47917 240
183 3647 488
183 52677 747
184 56224 571
184 38486 541
184 419 571
185 71557 158
187 40734 903
187 46040 751
187 77183 184
188 66714 781
188 65404 489
190 31323 999
190 11310 837
191 47477 934
191 50915 738
193 2880 981
193 15063 312
193 15594 237
193 83443 629
194 1008 658
195 50646 296
195 56984 4
195 28153 302
195 36733 775
196 26093 465
196 58933 128
198 32922 879
198 87043 763
198 49117 110
199 1982 771
199 3451 801
200 12610 55
200 89180 122
